Stream,Station,Reach,Datum,UTM Band,Lower UTM E,Lower UTM N,Focal Species 1,Focal Species 2,Focal Species 3,Survey Interval,name
Bass Canyon,BSC30,,NAD83,12S,570815,3579702,GIIN,POOC,,3,BSC30
Bass Canyon,BSC31,,NAD83,12S,570841,3579607,GIIN,POOC,,3,BSC31
Lime Creek,LMC01-F,,NAD83,12S,427246,3763333,POOC,,,1,LMC01-F
Lime Creek,LMC02,,NAD83,12S,427320,3763267,POOC,,,1,LMC02
Lime Creek,LMC03,,NAD83,12S,427412,3763228,POOC,,,1,LMC03
Lime Creek,LMC04,,NAD83,12S,427473,3763151,POOC,,,1,LMC04
Lime Creek,LMC05,,NAD83,12S,427500,3763057,POOC,,,1,LMC05
Lime Creek,LMC06,,NAD83,12S,427530,3762963,POOC,,,1,LMC06
Lime Creek,LMC07,,NAD83,12S,427598,3762890,POOC,,,1,LMC07
Lime Creek,LMC08,,NAD83,12S,427672,3762832,POOC,,,1,LMC08
Lime Creek,LMC09,,NAD83,12S,427708,3762739,POOC,,,1,LMC09
Lime Creek,LMC10,,NAD83,12S,427744,3762647,POOC,,,1,LMC10
Lime Creek,LMC11,,NAD83,12S,427724,3762549,POOC,,,1,LMC11
Lime Creek,LMC12,,NAD83,12S,427706,3762451,POOC,,,1,LMC12
Lime Creek,LMC13,,NAD83,12S,427744,3762366,POOC,,,1,LMC13
Lime Creek,LMC14,,NAD83,12S,427793,3762280,POOC,,,1,LMC14
Lime Creek,LMC15,,NAD83,12S,427851,3762198,POOC,,,1,LMC15
Lime Creek,LMC16,,NAD83,12S,427903,3762114,POOC,,,1,LMC16
Lime Creek,LMC17,,NAD83,12S,427977,3762073,POOC,,,1,LMC17
Lime Creek,LMC18,,NAD83,12S,428056,3762133,POOC,,,1,LMC18
Lime Creek,LMC19,,NAD83,12S,428120,3762069,POOC,,,1,LMC19
Lime Creek,LMC20,,NAD83,12S,428196,3762004,POOC,,,1,LMC20
Lime Creek,LMC21,,NAD83,12S,428293,3762004,POOC,,,1,LMC21
Lime Creek,LMC22,,NAD83,12S,428374,3761959,POOC,,,1,LMC22
Lime Creek,LMC23,,NAD83,12S,428378,3761859,POOC,,,1,LMC23
Lime Creek,LMC24,,NAD83,12S,428465,3761832,POOC,,,1,LMC24
Lime Creek,LMC25,,NAD83,12S,428542,3761775,POOC,,,1,LMC25
Lime Creek,LMC26,,NAD83,12S,428633,3761809,POOC,,,1,LMC26
Lime Creek,LMC27,,NAD83,12S,428728,3761800,POOC,,,1,LMC27
Lime Creek,LMC28,,NAD83,12S,428796,3761730,POOC,,,1,LMC28
Lime Creek,LMC29,,NAD83,12S,428848,3761645,POOC,,,1,LMC29
Lime Creek,LMC30,,NAD83,12S,428905,3761563,POOC,,,1,LMC30
Lime Creek,LMC31,,NAD83,12S,428945,3761472,POOC,,,1,LMC31
Lime Creek,LMC32,,NAD83,12S,429001,3761406,POOC,,,1,LMC32
Parker Canyon,PRC01,,NAD83,12R,551497,3477034,POOC,,,1,PRC01
Parker Canyon,PRC02,,NAD83,12R,551463,3476956,POOC,,,1,PRC02
Parker Canyon,PRC03,,NAD83,12R,551450,3476875,POOC,,,1,PRC03
Parker Canyon,PRC04,,NAD83,12R,551444,3476782,POOC,,,1,PRC04
Parker Canyon,PRC05,,NAD83,12R,551424,3476684,POOC,,,1,PRC05
Parker Canyon,PRC06-F,,NAD83,12R,551402,3476587,POOC,,,1,PRC06-F
Parker Canyon,PRC07,,NAD83,12R,551332,3476519,POOC,,,1,PRC07
Parker Canyon,PRC08,,NAD83,12R,551264,3476447,POOC,,,1,PRC08
Parker Canyon,PRC09,,NAD83,12R,551191,3476393,POOC,,,1,PRC09
Parker Canyon,PRC10,,NAD83,12R,551132,3476474,POOC,,,1,PRC10
Parker Canyon,PRC11,,NAD83,12R,551083,3476560,POOC,,,1,PRC11
Parker Canyon,PRC12,,NAD83,12R,551060,3476650,POOC,,,1,PRC12
Parker Canyon,PRC13,,NAD83,12R,550996,3476599,POOC,,,1,PRC13
Parker Canyon,PRC14,,NAD83,12R,550956,3476508,POOC,,,1,PRC14
Parker Canyon,PRC15,,NAD83,12R,550889,3476434,POOC,,,1,PRC15
Parker Canyon,PRC16,,NAD83,12R,550796,3476420,POOC,,,1,PRC16
Parker Canyon,PRC17,,NAD83,12R,550702,3476387,POOC,,,1,PRC17
Parker Canyon,PRC18,,NAD83,12R,550608,3476367,POOC,,,1,PRC18
Parker Canyon,PRC19,,NAD83,12R,550518,3476408,POOC,,,1,PRC19
Parker Canyon,PRC20,,NAD83,12R,550421,3476396,POOC,,,1,PRC20
Parker Canyon,PRC21,,NAD83,12R,550342,3476414,POOC,,,1,PRC21
Parker Canyon,PRC22,,NAD83,12R,550271,3476419,POOC,,,1,PRC22
Parker Canyon,PRC23,,NAD83,12R,550191,3476358,POOC,,,1,PRC23
Parker Canyon,PRC24,,NAD83,12R,550103,3476311,POOC,,,1,PRC24
Parker Canyon,PRC25,,NAD83,12R,550010,3476277,POOC,,,1,PRC25
Parker Canyon,PRC26,,NAD83,12R,550016,3476192,POOC,,,1,PRC26
Parker Canyon,PRC27,,NAD83,12R,550031,3476095,POOC,,,1,PRC27
Parker Canyon,PRC28,,NAD83,12R,550005,3476002,POOC,,,1,PRC28
Parker Canyon,PRC29,,NAD83,12R,549922,3475987,POOC,,,1,PRC29
Parker Canyon,PRC30,,NAD83,12R,549855,3475933,POOC,,,1,PRC30
Parker Canyon,PRC31,,NAD83,12R,549871,3475837,POOC,,,1,PRC31
Parker Canyon,PRC32,,NAD83,12R,549875,3475738,POOC,,,1,PRC32
Parker Canyon,PRC33,,NAD83,12R,549822,3475657,POOC,,,1,PRC33
Parker Canyon,PRC34,,NAD83,12R,549752,3475591,POOC,,,1,PRC34
Parker Canyon,PRC35,,NAD83,12R,549654,3475583,POOC,,,1,PRC35
Parker Canyon,PRC36,,NAD83,12R,549626,3475494,POOC,,,1,PRC36
Parker Canyon,PRC37,,NAD83,12R,549596,3475400,POOC,,,1,PRC37
Parker Canyon,PRC38,,NAD83,12R,549539,3475318,POOC,,,1,PRC38
Parker Canyon,PRC39,,NAD83,12R,549478,3475243,POOC,,,1,PRC39
Parker Canyon,PRC40,,NAD83,12R,549382,3475233,POOC,,,1,PRC40
Parker Canyon,PRC41,,NAD83,12R,549292,3475193,POOC,,,1,PRC41
Parker Canyon,PRC42,,NAD83,12R,549261,3475099,POOC,,,1,PRC42
Parker Canyon,PRC43,,NAD83,12R,549286,3475006,POOC,,,1,PRC43
Parker Canyon,PRC44,,NAD83,12R,549375,3474969,POOC,,,1,PRC44
Parker Canyon,PRC45,,NAD83,12R,549443,3474896,POOC,,,1,PRC45
Parker Canyon,PRC46,,NAD83,12R,549472,3474808,POOC,,,1,PRC46
Parker Canyon,PRC47,,NAD83,12R,549451,3474714,POOC,,,1,PRC47
O'Donnell Creek,ODC01,,NAD83,12R,544864,3491860,GIIN,,,1,ODC01
O'Donnell Creek,ODC02,,NAD83,12R,544815,3491945,GIIN,,,1,ODC02
O'Donnell Creek,ODC03,,NAD83,12R,544792,3492039,GIIN,,,1,ODC03
O'Donnell Creek,ODC04,,NAD83,12R,544778,3492133,GIIN,,,1,ODC04
O'Donnell Creek,ODC05-F,,NAD83,12R,544822,3492222,GIIN,,,1,ODC05-F
O'Donnell Creek,ODC06,,NAD83,12R,544864,3492311,GIIN,,,1,ODC06
O'Donnell Creek,ODC07,,NAD83,12R,544937,3492379,GIIN,,,1,ODC07
O'Donnell Creek,ODC08,,NAD83,12R,544970,3492470,GIIN,,,1,ODC08
O'Donnell Creek,ODC09,,NAD83,12R,545058,3492511,GIIN,,,1,ODC09
O'Donnell Creek,ODC10,,NAD83,12R,545148,3492550,GIIN,,,1,ODC10
O'Donnell Creek,ODC11,,NAD83,12R,545239,3492592,GIIN,,,1,ODC11
Negrito Creek,NGC01,,NAD83,12S,711637,3728551,TICO,,,2,NGC01
Negrito Creek,NGC02,,NAD83,12S,711466,3728578,TICO,,,2,NGC02
Negrito Creek,NGC03,,NAD83,12S,711443,3728759,TICO,,,2,NGC03
Negrito Creek,NGC04,,NAD83,12S,711323,3728678,TICO,,,2,NGC04
Negrito Creek,NGC05,,NAD83,12S,711285,3728489,TICO,,,2,NGC05
Negrito Creek,NGC06,,NAD83,12S,711107,3728402,TICO,,,2,NGC06
Negrito Creek,NGC07,,NAD83,12S,710914,3728395,TICO,,,2,NGC07
Negrito Creek,NGC08,,NAD83,12S,710776,3728529,TICO,,,2,NGC08
Negrito Creek,NGC09,,NAD83,12S,710699,3728703,TICO,,,2,NGC09
Negrito Creek,NGC10,,NAD83,12S,710513,3728768,TICO,,,2,NGC10
Negrito Creek,NGC11,,NAD83,12S,710332,3728707,TICO,,,2,NGC11
Negrito Creek,NGC12-F,,NAD83,12S,710219,3728567,TICO,,,2,NGC12-F
Negrito Creek,NGC13,,NAD83,12S,710176,3728744,TICO,,,2,NGC13
Negrito Creek,NGC14,,NAD83,12S,710083,3728908,TICO,,,2,NGC14
Negrito Creek,NGC15,,NAD83,12S,709935,3728786,TICO,,,2,NGC15
Tularosa River,TRR01,,NAD83,12S,715437,3740083,TICO,,,2,TRR01
Tularosa River,TRR02,,NAD83,12S,715529,3739947,TICO,,,2,TRR02
Tularosa River,TRR03,,NAD83,12S,715432,3739774,TICO,,,2,TRR03
Tularosa River,TRR04,,NAD83,12S,715352,3739593,TICO,,,2,TRR04
Tularosa River,TRR05,,NAD83,12S,715305,3739423,TICO,,,2,TRR05
Tularosa River,TRR06,,NAD83,12S,715285,3739237,TICO,,,2,TRR06
Tularosa River,TRR07,,NAD83,12S,715102,3739200,TICO,,,2,TRR07
Tularosa River,TRR08,,NAD83,12S,707834,3728403,TICO,,,2,TRR08
Tularosa River,TRR09,,NAD83,12S,707639,3728438,TICO,,,2,TRR09
Tularosa River,TRR10,,NAD83,12S,707473,3728547,TICO,,,2,TRR10
Tularosa River,TRR11,,NAD83,12S,707284,3728539,TICO,,,2,TRR11
Tularosa River,TRR12,,NAD83,12S,707157,3728390,TICO,,,2,TRR12
Cienega Creek,CNC01,,NAD83,12S,535768,3541930,POOC,,,4,CNC01
Cienega Creek,CNC02,,NAD83,12S,535691,3541866,POOC,,,4,CNC02
Cienega Creek,CNC03-F,,NAD83,12S,535606,3541873,POOC,,,4,CNC03-F
Cienega Creek,CNC04,,NAD83,12S,535513,3541884,POOC,,,4,CNC04
Cienega Creek,CNC05,,NAD83,12S,535419,3541907,POOC,,,4,CNC05
Cienega Creek,CNC06,,NAD83,12S,535323,3541934,POOC,,,4,CNC06
Cienega Creek,CNC07,,NAD83,12S,535223,3541944,POOC,,,4,CNC07
Cienega Creek,CNC08,,NAD83,12S,535125,3541960,POOC,,,4,CNC08
Cienega Creek,CNC09,,NAD83,12S,535035,3542003,POOC,,,4,CNC09
Cienega Creek,CNC10,,NAD83,12S,534947,3542049,POOC,,,4,CNC10
Gila River (Upper Box),GRUB01,,NAD83,12S,760301,3675300,TICO,MEFU,GIIN,1,GRUB01
Gila River (Upper Box),GRUB02,,NAD83,12S,760441,3675216,TICO,MEFU,GIIN,1,GRUB02
Gila River (Upper Box),GRUB03,,NAD83,12S,760584,3675355,TICO,MEFU,GIIN,1,GRUB03
Gila River (Upper Box),GRUB04,,NAD83,12S,760745,3675289,TICO,MEFU,GIIN,1,GRUB04
Gila River (Upper Box),GRUB05,,NAD83,12S,760668,3675116,TICO,MEFU,GIIN,1,GRUB05
Gila River (Upper Box),GRUB06,,NAD83,12S,760558,3674975,TICO,MEFU,GIIN,1,GRUB06
Gila River (Upper Box),GRUB07,,NAD83,12S,760515,3674790,TICO,MEFU,GIIN,1,GRUB07
Gila River (Upper Box),GRUB08,,NAD83,12S,760384,3674656,TICO,MEFU,GIIN,1,GRUB08
Gila River (Upper Box),GRUB09,,NAD83,12S,760247,3674552,TICO,MEFU,GIIN,1,GRUB09
Gila River (Upper Box),GRUB10-F,,NAD83,12S,760334,3674381,TICO,MEFU,GIIN,1,GRUB10-F
Gila River (Upper Box),GRUB11,,NAD83,12S,760371,3674207,TICO,MEFU,GIIN,1,GRUB11
Gila River (Upper Box),GRUB12,,NAD83,12S,760233,3674077,TICO,MEFU,GIIN,1,GRUB12
Gila River (Upper Box),GRUB13,,NAD83,12S,760284,3673922,TICO,MEFU,GIIN,1,GRUB13
Gila River (Upper Box),GRUB14,,NAD83,12S,760460,3673894,TICO,MEFU,GIIN,1,GRUB14
Gila River (Upper Box),GRUB15,,NAD83,12S,760599,3673751,TICO,MEFU,GIIN,1,GRUB15
Gila River (Upper Box),GRUB16,,NAD83,12S,760621,3673558,TICO,MEFU,GIIN,1,GRUB16
Gila River (Upper Box),GRUB17,,NAD83,12S,760493,3673452,TICO,MEFU,GIIN,1,GRUB17
Gila River (Upper Box),GRUB18,,NAD83,12S,760298,3673452,TICO,MEFU,GIIN,1,GRUB18
Gila River (Upper Box),GRUB19,,NAD83,12S,760120,3673387,TICO,MEFU,GIIN,1,GRUB19
Gila River (Upper Box),GRUB20,,NAD83,12S,760046,3673209,TICO,MEFU,GIIN,1,GRUB20
Gila River (Upper Box),GRUB21,,NAD83,12S,760060,3673011,TICO,MEFU,GIIN,1,GRUB21
Gila River (Upper Box),GRUB22,,NAD83,12S,760162,3672846,TICO,MEFU,GIIN,1,GRUB22
Gila River (Upper Box),GRUB23,,NAD83,12S,760315,3672720,TICO,MEFU,GIIN,1,GRUB23
Gila River (Upper Box),GRUB24,,NAD83,12S,760450,3672574,TICO,MEFU,GIIN,1,GRUB24
Gila River (Upper Box),GRUB25,,NAD83,12S,760510,3672415,TICO,MEFU,GIIN,1,GRUB25
Gila River (Upper Box),GRUB26,,NAD83,12S,760326,3672440,TICO,MEFU,GIIN,1,GRUB26
Gila River (Upper Box),GRUB27,,NAD83,12S,760125,3672439,TICO,MEFU,GIIN,1,GRUB27
Gila River (Upper Box),GRUB28,,NAD83,12S,759947,3672354,TICO,MEFU,GIIN,1,GRUB28
Gila River (Upper Box),GRUB29,,NAD83,12S,759890,3672187,TICO,MEFU,GIIN,1,GRUB29
Gila River (Upper Box),GRUB30,,NAD83,12S,759826,3671999,TICO,MEFU,GIIN,1,GRUB30
Gila River (Upper Box),GRUB31,,NAD83,12S,759863,3671804,TICO,MEFU,GIIN,1,GRUB31
Gila River (Upper Box),GRUB32,,NAD83,12S,759955,3671629,TICO,MEFU,GIIN,1,GRUB32
Gila River (Upper Box),GRUB33,,NAD83,12S,760021,3671444,TICO,MEFU,GIIN,1,GRUB33
Gila River (Upper Box),GRUB34,,NAD83,12S,760005,3671249,TICO,MEFU,GIIN,1,GRUB34
Gila River (Upper Box),GRUB35,,NAD83,12S,759858,3671161,TICO,MEFU,GIIN,1,GRUB35
Gila River (Upper Box),GRUB36,,NAD83,12S,737601,3662477,TICO,MEFU,GIIN,1,GRUB36
Gila River (Upper Box),GRUB37,,NAD83,12S,737598,3662676,TICO,MEFU,GIIN,1,GRUB37
Gila River (Upper Box),GRUB38,,NAD83,12S,737502,3662848,TICO,MEFU,GIIN,1,GRUB38
Gila River (Upper Box),GRUB39,,NAD83,12S,737409,3663025,TICO,MEFU,GIIN,1,GRUB39
Gila River (Upper Box),GRUB40,,NAD83,12S,737293,3663188,TICO,MEFU,GIIN,1,GRUB40
Gila River (Upper Box),GRUB41,,NAD83,12S,737201,3663366,TICO,MEFU,GIIN,1,GRUB41
Gila River (Upper Box),GRUB42,,NAD83,12S,737042,3663469,TICO,MEFU,GIIN,1,GRUB42
Gila River (Upper Box),GRUB43,,NAD83,12S,736872,3663390,TICO,MEFU,GIIN,1,GRUB43
Gila River (Upper Box),GRUB44,,NAD83,12S,736854,3663200,TICO,MEFU,GIIN,1,GRUB44
Gila River (Upper Box),GRUB45,,NAD83,12S,736746,3663090,TICO,MEFU,GIIN,1,GRUB45
Gila River (Upper Box),GRUB46,,NAD83,12S,736624,3662947,TICO,MEFU,GIIN,1,GRUB46
Gila River (Upper Box),GRUB47,,NAD83,12S,736446,3662925,TICO,MEFU,GIIN,1,GRUB47
Gila River (Upper Box),GRUB48,,NAD83,12S,736312,3663060,TICO,MEFU,GIIN,1,GRUB48
Gila River (Upper Box),GRUB49,,NAD83,12S,736121,3663012,TICO,MEFU,GIIN,1,GRUB49
Gila River (Upper Box),GRUB50,,NAD83,12S,735926,3662962,TICO,MEFU,GIIN,1,GRUB50
Gila River (Upper Box),GRUB51,,NAD83,12S,735728,3662958,TICO,MEFU,GIIN,1,GRUB51
Gila River (Upper Box),GRUB52,,NAD83,12S,735577,3663079,TICO,MEFU,GIIN,1,GRUB52
Gila River (Upper Box),GRUB53,,NAD83,12S,735395,3663037,TICO,MEFU,GIIN,1,GRUB53
Gila River (Upper Box),GRUB54,,NAD83,12S,735282,3662877,TICO,MEFU,GIIN,1,GRUB54
Gila River (Upper Box),GRUB55,,NAD83,12S,735201,3662697,TICO,MEFU,GIIN,1,GRUB55
Gila River (Upper Box),GRUB56,,NAD83,12S,735073,3662550,TICO,MEFU,GIIN,1,GRUB56
Gila River (Upper Box),GRUB57,,NAD83,12S,734881,3662509,TICO,MEFU,GIIN,1,GRUB57
Gila River (Upper Box),GRUB58,,NAD83,12S,734705,3662552,TICO,MEFU,GIIN,1,GRUB58
Gila River (Upper Box),GRUB59,,NAD83,12S,734537,3662638,TICO,MEFU,GIIN,1,GRUB59
Gila River (Upper Box),GRUB60,,NAD83,12S,734427,3662491,TICO,MEFU,GIIN,1,GRUB60
Gila River (Upper Box),GRUB61,,NAD83,12S,734230,3662484,TICO,MEFU,GIIN,1,GRUB61
Gila River (Upper Box),GRUB62-F,,NAD83,12S,734088,3662624,TICO,MEFU,GIIN,1,GRUB62-F
Gila River (Upper Box),GRUB63,,NAD83,12S,733971,3662782,TICO,MEFU,GIIN,1,GRUB63
Gila River (Upper Box),GRUB64,,NAD83,12S,733789,3662714,TICO,MEFU,GIIN,1,GRUB64
Gila River (Upper Box),GRUB65,,NAD83,12S,733710,3662531,TICO,MEFU,GIIN,1,GRUB65
Gila River (Upper Box),GRUB66,,NAD83,12S,733650,3662341,TICO,MEFU,GIIN,1,GRUB66
Gila River (Upper Box),GRUB67,,NAD83,12S,733518,3662196,TICO,MEFU,GIIN,1,GRUB67
Gila River (Upper Box),GRUB68,,NAD83,12S,733349,3662092,TICO,MEFU,GIIN,1,GRUB68
Gila River (Upper Box),GRUB69,,NAD83,12S,733193,3661970,TICO,MEFU,GIIN,1,GRUB69
Gila River (Upper Box),GRUB70,,NAD83,12S,733247,3661797,TICO,MEFU,GIIN,1,GRUB70
Gila River (Upper Box),GRUB71,,NAD83,12S,733322,3661614,TICO,MEFU,GIIN,1,GRUB71
Gila River (Upper Box),GRUB72,,NAD83,12S,733311,3661416,TICO,MEFU,GIIN,1,GRUB72
Gila River (Upper Box),GRUB73,,NAD83,12S,733238,3661250,TICO,MEFU,GIIN,1,GRUB73
Gila River (Upper Box),GRUB74,,NAD83,12S,733277,3661058,TICO,MEFU,GIIN,1,GRUB74
Gila River (Upper Box),GRUB75,,NAD83,12S,733415,3660931,TICO,MEFU,GIIN,1,GRUB75
Gila River (Upper Box),GRUB76,,NAD83,12S,733318,3660782,TICO,MEFU,GIIN,1,GRUB76
Gila River (Upper Box),GRUB77,,NAD83,12S,733146,3660860,TICO,MEFU,GIIN,1,GRUB77
Gila River (Upper Box),GRUB78,,NAD83,12S,733064,3661040,TICO,MEFU,GIIN,1,GRUB78
Gila River (Upper Box),GRUB79,,NAD83,12S,732881,3661072,TICO,MEFU,GIIN,1,GRUB79
Gila River (Upper Box),GRUB80,,NAD83,12S,732745,3661207,TICO,MEFU,GIIN,1,GRUB80
Gila River (Upper Box),GRUB81,,NAD83,12S,732595,3661300,TICO,MEFU,GIIN,1,GRUB81
Gila River (Upper Box),GRUB82,,NAD83,12S,732412,3661336,TICO,MEFU,GIIN,1,GRUB82
Gila River (Upper Box),GRUB83,,NAD83,12S,732308,3661174,TICO,MEFU,GIIN,1,GRUB83
Gila River (Upper Box),GRUB84,,NAD83,12S,732335,3660981,TICO,MEFU,GIIN,1,GRUB84
Gila River (Upper Box),GRUB85,,NAD83,12S,732310,3660785,TICO,MEFU,GIIN,1,GRUB85
Gila River (Upper Box),GRUB86,,NAD83,12S,732182,3660645,TICO,MEFU,GIIN,1,GRUB86
Gila River (Upper Box),GRUB87,,NAD83,12S,732048,3660503,TICO,MEFU,GIIN,1,GRUB87
Gila River (Upper Box),GRUB88,,NAD83,12S,732015,3660352,TICO,MEFU,GIIN,1,GRUB88
Gila River (Upper Box),GRUB89,,NAD83,12S,731875,3660300,TICO,MEFU,GIIN,1,GRUB89
Gila River (Upper Box),GRUB90,,NAD83,12S,731740,3660155,TICO,MEFU,GIIN,1,GRUB90
Gila River (Upper Box),GRUB91,,NAD83,12S,731547,3660101,TICO,MEFU,GIIN,1,GRUB91
Gila River (Upper Box),GRUB92,,NAD83,12S,731394,3660164,TICO,MEFU,GIIN,1,GRUB92
Gila River (Upper Box),GRUB93,,NAD83,12S,731359,3660349,TICO,MEFU,GIIN,1,GRUB93
Gila River (Upper Box),GRUB94,,NAD83,12S,731432,3660515,TICO,MEFU,GIIN,1,GRUB94
Gila River (Upper Box),GRUB95,,NAD83,12S,731396,3660686,TICO,MEFU,GIIN,1,GRUB95
Gila River (Upper Box),GRUB96,,NAD83,12S,731273,3660842,TICO,MEFU,GIIN,1,GRUB96
Gila River (Upper Box),GRUB97,,NAD83,12S,731083,3660823,TICO,MEFU,GIIN,1,GRUB97
Gila River (Upper Box),GRUB98,,NAD83,12S,730931,3660694,TICO,MEFU,GIIN,1,GRUB98
Gila River (Upper Box),GRUB99,,NAD83,12S,730739,3660734,TICO,MEFU,GIIN,1,GRUB99
Gila River (Upper Box),GRUB100,,NAD83,12S,730672,3660898,TICO,MEFU,GIIN,1,GRUB100
Gila River (Upper Box),GRUB101,,NAD83,12S,730487,3660958,TICO,MEFU,GIIN,1,GRUB101
Gila River (Upper Box),GRUB102,,NAD83,12S,730370,3661082,TICO,MEFU,GIIN,1,GRUB102
Gila River (Upper Box),GRUB103,,NAD83,12S,730328,3661248,TICO,MEFU,GIIN,1,GRUB103
Redfield Canyon,RDC01,1,NAD83,12S,564115,3589917,GIIN,POOC,,1,RDC01
Redfield Canyon,RDC02,1,NAD83,12S,564023,3589883,GIIN,POOC,,1,RDC02
Redfield Canyon,RDC03,1,NAD83,12S,563931,3589847,GIIN,POOC,,1,RDC03
Redfield Canyon,RDC04,1,NAD83,12S,563844,3589809,GIIN,POOC,,1,RDC04
Redfield Canyon,RDC05,1,NAD83,12S,563772,3589742,GIIN,POOC,,1,RDC05
Redfield Canyon,RDC06,1,NAD83,12S,563691,3589686,GIIN,POOC,,1,RDC06
Redfield Canyon,RDC07,1,NAD83,12S,563667,3589592,GIIN,POOC,,1,RDC07
Redfield Canyon,RDC08,1,NAD83,12S,563622,3589504,GIIN,POOC,,1,RDC08
Redfield Canyon,RDC09,1,NAD83,12S,563557,3589429,GIIN,POOC,,1,RDC09
Redfield Canyon,RDC10,1,NAD83,12S,563497,3589349,GIIN,POOC,,1,RDC10
Redfield Canyon,RDC11,1,NAD83,12S,563437,3589269,GIIN,POOC,,1,RDC11
Redfield Canyon,RDC12,1,NAD83,12S,563378,3589188,GIIN,POOC,,1,RDC12
Redfield Canyon,RDC13-F,1,NAD83,12S,563349,3589095,GIIN,POOC,,1,RDC13-F
Redfield Canyon,RDC14,1,NAD83,12S,563322,3589003,GIIN,POOC,,1,RDC14
Redfield Canyon,RDC15,2,NAD83,12S,563166,3588962,GIIN,POOC,,1,RDC15
Redfield Canyon,RDC16,2,NAD83,12S,563085,3588906,GIIN,POOC,,1,RDC16
Redfield Canyon,RDC17,2,NAD83,12S,563010,3588839,GIIN,POOC,,1,RDC17
Redfield Canyon,RDC18,2,NAD83,12S,562939,3588771,GIIN,POOC,,1,RDC18
Redfield Canyon,RDC19,2,NAD83,12S,559678,3589019,GIIN,POOC,,1,RDC19
Redfield Canyon,RDC20,3,NAD83,12S,559889,3589184,GIIN,POOC,,1,RDC20
Redfield Canyon,RDC21,3,NAD83,12S,559846,3589097,GIIN,POOC,,1,RDC21
Redfield Canyon,RDC22,3,NAD83,12S,559772,3589033,GIIN,POOC,,1,RDC22
Redfield Canyon,RDC23-F,3,NAD83,12S,559682,3589016,GIIN,POOC,,1,RDC23-F
Swamp Springs Canyon,SSC01,1,NAD83,12S,566663,3589031,POOC,,,1,SSC01
Swamp Springs Canyon,SSC02,1,NAD83,12S,566584,3589074,POOC,,,1,SSC02
Swamp Springs Canyon,SSC03-F,1,NAD83,12S,566501,3589048,POOC,,,1,SSC03-F
Swamp Springs Canyon,SSC04,1,NAD83,12S,566395,3589067,POOC,,,1,SSC04
Swamp Springs Canyon,SSC05,1,NAD83,12S,566306,3589135,POOC,,,1,SSC05
Swamp Springs Canyon,SSC06,1,NAD83,12S,566209,3589143,POOC,,,1,SSC06
Swamp Springs Canyon,SSC07,1,NAD83,12S,566121,3589112,POOC,,,1,SSC07
Swamp Springs Canyon,SSC08,1,NAD83,12S,566098,3589017,POOC,,,1,SSC08
Swamp Springs Canyon,SSC09,1,NAD83,12S,566048,3588933,POOC,,,1,SSC09
Swamp Springs Canyon,SSC10,1,NAD83,12S,565954,3588913,POOC,,,1,SSC10
Swamp Springs Canyon,SSC11,1,NAD83,12S,565877,3588971,POOC,,,1,SSC11
Swamp Springs Canyon,SSC12,1,NAD83,12S,565808,3589043,POOC,,,1,SSC12
Swamp Springs Canyon,SSC13,1,NAD83,12S,565757,3589125,POOC,,,1,SSC13
Swamp Springs Canyon,SSC14,1,NAD83,12S,565733,3589221,POOC,,,1,SSC14
Swamp Springs Canyon,SSC15,2,NAD83,12S,564370,3589482,POOC,,,1,SSC15
Swamp Springs Canyon,SSC16,2,NAD83,12S,564275,3589489,POOC,,,1,SSC16
Swamp Springs Canyon,SSC17,2,NAD83,12S,564177,3589492,POOC,,,1,SSC17
Sheepshead Canyon,SHC01-F,,NAD83,12S,414613,3845241,POOC,,,1,SHC01-F
Sheepshead Canyon,SHC02,,NAD83,12S,414608,3845147,POOC,,,1,SHC02
Sheepshead Canyon,SHC03,,NAD83,12S,414667,3845066,POOC,,,1,SHC03
Sheepshead Canyon,SHC04,,NAD83,12S,414721,3844982,POOC,,,1,SHC04
Sheepshead Canyon,SHC05,,NAD83,12S,414777,3844900,POOC,,,1,SHC05
Sheepshead Canyon,SHC06-F,,NAD83,12S,414832,3844817,POOC,,,1,SHC06-F
Romero Canyon,RMC01,,NAD83,12S,511696,3586479,GIIN,,,3,RMC01
Romero Canyon,RMC02,,NAD83,12S,511667,3586569,GIIN,,,3,RMC02
Romero Canyon,RMC03,,NAD83,12S,511707,3586645,GIIN,,,3,RMC03
Romero Canyon,RMC04,,NAD83,12S,511669,3586723,GIIN,,,3,RMC04
Romero Canyon,RMC05,,NAD83,12S,511584,3586774,GIIN,,,3,RMC05
Romero Canyon,RMC06-F,,NAD83,12S,511538,3586858,GIIN,,,3,RMC06-F
Romero Canyon,RMC07,,NAD83,12S,511479,3586937,GIIN,,,3,RMC07
Romero Canyon,RMC08,,NAD83,12S,511430,3587016,GIIN,,,3,RMC08
Romero Canyon,RMC09,,NAD83,12S,511440,3587113,GIIN,,,3,RMC09
Romero Canyon,RMC10,,NAD83,12S,511378,3587170,GIIN,,,3,RMC10
Romero Canyon,RMC11,,NAD83,12S,511343,3587264,GIIN,,,3,RMC11
Romero Canyon,RMC12,,NAD83,12S,511311,3587355,GIIN,,,3,RMC12
Romero Canyon,RMC13,,NAD83,12S,511260,3587291,GIIN,,,3,RMC13
Romero Canyon,RMC14,,NAD83,12S,511191,3587228,GIIN,,,3,RMC14
